Cdp106.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    1      45         68         10         50        890        989         90
    2      45         70         30         10        816        879         90
    6      40         69         20         10        559        764         90
    7      40         66         20         10        172        223         90
    8      38         68         20         10        250        329         90
    9      38         70         10         10        489        650         90
   11      35         69         10         30        450        503         90
   13      22         75         30         20         30         95         90
   14      22         85         10         20        571        616         90
   19      15         80         10         20        274        349         90
   20      30         50         10         20         10         77         90
   24      25         50         10         10         55        154         90
   26      25         55         10         10        612        711         90
   28      23         55         20         10        553        586         90
   32      10         40         30         10         31        189         90
   34       8         45         20         20        715        852         90
   36       5         45         10         30        648        733         90
   37       2         40         20         20        365        452         90
   38       0         40         30         10        474        527         90
   44      32         30         10         10        338        433         90
   46      30         32         30         20        415        542         90
   48      28         30         10         40        599        726         90
   49      28         35         10         30        917       1126         90
   54      42         10         40         20         96        347         90
   57      40         15         40         20         35        172         90
   59      38         15         10         10        521        870         90
   60      35          5         20         10        487        704         90
   61      50         30         10         30        422        719         90
   64      48         30         10         20        567        758         90
   65      48         40         10         10         34        171         90
   67      47         40         10         40         12        226         90
   70      95         30         30         20        266        577         90
   72      53         30         10         20        402        553         90
   73      92         30         10         40        345        684         90
   79      87         30         10         10        567        832         90
   90      60         55         10         10         20        293         90
   92      67         85         20         10        229        580         90
   93      65         85         40         10        442        551         90
   97      60         85         30         20        469        714         90
   99      55         80         10         10        595        968         90
