Cdp206.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
    2      45         70         30         30         22        563         90
    3      62         69         10         20       1030       1463         90
    4      60         66         10         10       1154       1527         90
    7      58         70         20         10        965       1340         90
   13      22         75         30         10       2310       2659         90
   14      22         85         10         20       1846       2365         90
   15      20         80         40         10       2077       2514         90
   19      15         80         10         10       1689       2144         90
   20      30         50         10         10         10        645         90
   22      28         52         20         20         12        505         90
   25      22         66         40         10       2380       2787         90
   26       8         62         10         20       1330       1919         90
   29      20         50         10         10        168        787         90
   31      10         35         20         30        585       1136         90
   34       8         45         20         30       1190       1661         90
   37       2         40         20         10        772       1329         90
   38       0         40         30         10        890       1395         90
   40      36         18         10         30       1612       2185         90
   44      32         20         10         30       1745       2240         90
   46      34         25         30         20       1884       2293         90
   52      25         35         10         20       2201       2728         90
   53      44          5         20         40       1078       1593         90
   54      42         10         40         10        998       1481         90
   55      42         15         10         20        897       1392         90
   61      50         30         10         40        223        738         90
   62      50         35         20         10         18        474         90
   66      47         35         10         10        393        942         90
   67      47         40         10         10         12        424         90
   68      42         30         10         10        641       1070         90
   71      95         35         20         40       2079       2532         90
   72      53         30         10         10        131        644         90
   73      92         30         10         20       2169       2818         90
   74      53         35         50         10         87        498         90
   80      85         25         10         10       2369       2816         90
   81      85         35         30         20       2563       3002         90
   83      72         55         10         10       1591       2232         90
   85      86         46         30         10       1829       2388         90
   87      64         46         20         10       2976       3275         90
   92      67         85         20         30        518       1029         90
   94      65         82         10         10        549       1186         90
