RCdp102.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    1      25         85         20         10          0        191         10
    2      22         75         30         10          0        199         10
    3      22         85         10         40          0        190         10
    8      15         80         10         10         91        121         10
    9      10         35         20         10         91        121         10
   13       5         35         10         30        142        172         10
   14       5         45         10         30         35         65         10
   15       2         40         20         30         58         88         10
   21      40          5         10         10          0        185         10
   23      38          5         30         20         65         95         10
   24      38         15         10         20        148        178         10
   25      35          5         20         30        154        184         10
   28      92         30         10         10         62         92         10
   31      88         35         20         20          0        179         10
   33      85         25         10         20         51         81         10
   35      67         85         20         20        139        169         10
   36      65         85         40         20         43         73         10
   37      65         82         10         30          0        189         10
   39      60         80         10         10         37         67         10
   40      60         85         30         20         85        115         10
   43      55         85         20         10        128        158         10
   44      55         82         10         10         64         94         10
   46      18         80         10         10        113        143         10
   50      72         35         30         10          0        194         10
   56      50         35         19          7        130        160         10
   60      15         60         17         31        155        185         10
   64      45         30         17          9         53         83         10
   66      41         37         16          4        133        163         10
   71      65         55         14          1         65         95         10
   75       5          5         16          5          0        172         10
   76      60         12         31         11         75        105         10
   79       6         68         30         11         89        119         10
   82      27         43          9         17          0        215         10
   86      21         24         28         10         87        117         10
   87      12         24         13          5         90        120         10
   92      53         43         14         16         14         44         10
   93      61         52          3          7        178        208         10
   97       4         18         35          1        120        150         10
   98      26         52          9          8          0        215         10
  100      31         67          3          6        180        210         10
