RCdp108.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    1      25         85         20         10         49        191         10
    2      22         75         30         20         30        168         10
    4      20         80         40         20         69        193         10
    6      18         75         20         10         60        159         10
    9      10         35         20         20         57        154         10
   10      10         40         30         10        106        161         10
   11       8         40         40         10         33        152         10
   15       2         40         20         20         39        163         10
   18      44          5         20         30         73        130         10
   19      42         10         40         20         40        148         10
   21      40          5         10         10         45        161         10
   25      35          5         20         20         45        183         10
   27      95         35         20         10         57        172         10
   38      62         80         30         10         38        141         10
   41      58         75         20         40         49        164         10
   48      42          5         10         20         50        184         10
   52      25         30          3         11         25        150         10
   53      20         50          5         16         68        143         10
   54      55         60         16          3        107        200         10
   56      50         35         19         21         91        198         10
   60      15         60         17          3         62        203         10
   62      65         35          3         17         29        168         10
   63      65         20          6         20         39        190         10
   64      45         30         17          4         20        139         10
   66      41         37         16         10         97        198         10
   67      64         42          9          7         31        138         10
   69      31         52         27          5          9        139         10
   71      65         55         14         24         30        129         10
   72      63         65          8          5         27        202         10
   74      20         20          8         23         71        193         10
   79       6         68         30          9         65        142         10
   86      21         24         28          7         63        140         10
   88      24         58         19          5         27        136         10
   91      49         42         13          8         89        217         10
   94      57         48         23          6         76        143         10
   95      56         37          6          8         20        159         10
   96      55         54         26          4        105        188         10
   98      26         52          9          1         14        136         10
   99      26         35         15          6         42        141         10
  100      31         67          3         14         43        210         10
