Rdp201.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    3      55         45         13         16        527        584         10
    6      25         30          3          2        415        514         10
    9      55         60         16         12        400        497         10
   10      30         60         16          3        577        632         10
   11      20         65         12          4        206        325         10
   14      15         10         20         16         32        243         10
   15      30          5          8          4        175        300         10
   17       5         30          2          6        733        870         10
   23      55          5         29          4        206        325         10
   26      45         30         17          3        588        667         10
   27      35         40         16          3        104        255         10
   30      40         60         21         14        259        354         10
   34      65         55         14         23        529        614         10
   38       5          5         16          2        302        405         10
   42      24         12          5         23         25        172         10
   45       6         38         16         10         29        189         10
   46       2         48          1          3        515        628         10
   47       8         56         27          6         85        250         10
   48      13         52         36         12        773        906         10
   51      49         58         10         24        348        453         10
   52      27         43          9          5        174        299         10
   55      63         23          2          2        620        739         10
   57      32         12          7         11        421        530         10
   60      17         34          3          1        721        862         10
   64      15         77          9         21        214        333         10
   67      67          5         25         14        294        401         10
   68      56         39         36          7        637        752         10
   69      37         47          6         16        162        293         10
   74      46         13          8         15        681        802         10
   75      49         11         18          7        236        345         10
   79      57         48         23          9        388        465         10
   80      56         37          6         18        839        968         10
   81      55         54         26          5        411        456         10
   83      14         37         11         22         96        249         10
   85      16         22         41         15        376        461         10
   86       4         18         35         15        388        465         10
   90      31         67          3         22        392        487         10
   91      15         19          1         11        739        866         10
   92      22         22          2         10         18        181         10
   93      18         24         22          6        811        969         10
