Cdp101.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    2      45         70         30         10        825        870         90
    4      42         68         10         10        727        782         90
    5      42         65         10         40         15         67         90
    6      40         69         20         10        621        702         90
    7      40         66         20         50        170        225         90
    8      38         68         20         10        255        324         90
    9      38         70         10         40        534        605         90
   10      35         66         10         10        357        410         90
   11      35         69         10         20        448        505         90
   12      25         85         20         10        652        721         90
   13      22         75         30         10         30         92         90
   14      22         85         10         30        567        620         90
   20      30         50         10         10         10         73         90
   22      28         52         20         10        812        883         90
   23      28         55         10         10        732        777         90
   24      25         50         10         20         65        144         90
   25      25         52         40         20        169        224         90
   28      23         55         20         30        546        593         90
   29      20         50         10         30        358        405         90
   30      20         55         10         10        449        504         90
   31      10         35         20         10        200        237         90
   33       8         40         40         30         87        158         90
   34       8         45         20         20        751        816         90
   36       5         45         10         20        665        716         90
   37       2         40         20         10        383        434         90
   38       0         40         30         10        479        522         90
   43      33         35         10         20         16         80         90
   44      32         30         10         20        359        412         90
   49      28         35         10         20       1001       1066         90
   50      26         32         10         10        815        880         90
   51      25         30         10         30        725        786         90
   52      25         35         10         10        912        969         90
   53      44          5         20         10        286        347         90
   54      42         10         40         10        186        257         90
   55      42         15         10         40         95        158         90
   56      40          5         30         10        385        436         90
   62      50         35         20         40        262        317         90
   63      50         40         50         10        171        218         90
   64      48         30         10         20        632        693         90
   65      48         40         10         10         76        129         90
   66      47         35         10         10        826        875         90
   69      45         35         10         20        916        969         90
   71      95         35         20         40        293        360         90
   72      53         30         10         30        450        505         90
   74      53         35         50         10        353        412         90
   75      45         65         20         10        997       1068         90
   77      88         30         10         20        574        643         90
   78      88         35         20         10        109        170         90
   80      85         25         10         10        769        820         90
   84      70         58         20         10        458        523         90
   85      68         60         30         10        555        612         90
   86      66         55         10         10        173        238         90
   87      65         55         20         40         85        144         90
   91      60         60         10         10        836        889         90
   92      67         85         20         10        368        441         90
   93      65         85         40         20        475        518         90
   94      65         82         10         30        285        336         90
   96      60         80         10         20         95        156         90
   97      60         85         30         10        561        622         90
  100      55         85         20         10        647        726         90
