RCdp103.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    3      22         85         10         10          0        190         10
    4      20         80         40         10        141        171         10
    5      20         85         20         20          0        189         10
    7      15         75         20         10          0        194         10
    8      15         80         10         10         91        121         10
    9      10         35         20         10         91        121         10
   10      10         40         30         20        119        149         10
   13       5         35         10         30        142        172         10
   15       2         40         20         10         58         88         10
   16       0         40         20         20          0        188         10
   18      44          5         20         20          0        184         10
   21      40          5         10         20          0        185         10
   23      38          5         30         30         65         95         10
   25      35          5         20         10        154        184         10
   26      95         30         30         10          0        171         10
   28      92         30         10         20          0        174         10
   30      88         30         10         30         74        104         10
   31      88         35         20         10          0        179         10
   34      85         35         30         10          0        182         10
   37      65         82         10         40          0        189         10
   40      60         85         30         20         85        115         10
   42      55         80         10         20         33         63         10
   45      20         82         10         10         37         67         10
   47       2         45         10         30          0        191         10
   49      42         12         10         10        104        134         10
   50      72         35         30         10          0        194         10
   53      20         50          5         10         91        121         10
   54      55         60         16          9          0        211         10
   56      50         35         19         18        130        160         10
   57      30         25         23         14          0        203         10
   58      15         10         20         17        152        182         10
   59      10         20         19          6          0        187         10
   60      15         60         17         14          0        203         10
   62      65         35          3         15         52         82         10
   65      35         40         16         16         11         41         10
   66      41         37         16          9        133        163         10
   67      64         42          9         14         70        100         10
   68      40         60         21          4        144        174         10
   69      31         52         27          2         41         71         10
   70      35         69         23          8        180        210         10
   71      65         55         14          3          0        204         10
   72      63         65          8          3          0        202         10
   73       2         60          5         12          0        190         10
   76      60         12         31          5         75        105         10
   77      23          3          7          5        150        180         10
   78       8         56         27         39         90        120         10
   80      47         47         13         19        192        222         10
   81      49         58         10         15          0        217         10
   83      37         31         14         14          0        210         10
   85      63         23          2         12          0        194         10
   86      21         24         28         11          0        197         10
   87      12         24         13         15         90        120         10
   88      24         58         19         12         67         97         10
   89      67          5         25         34          0        177         10
   90      37         47          6          8          0        225         10
   92      53         43         14         26         14         44         10
   93      61         52          3          9        178        208         10
   96      55         54         26         37          0        214         10
   99      26         35         15          2         77        107         10
  100      31         67          3          7        180        210         10
