RCdp205.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    1      25         85         20         30        431        911         10
    2      22         75         30         10         30        510         10
    7      15         75         20         20        120        600         10
    8      15         80         10         20        397        457         10
    9      10         35         20         40        401        461         10
   11       8         40         40         20        225        285         10
   12       8         45         20         20         43        523         10
   13       5         35         10         30        683        743         10
   14       5         45         10         10         35        366         10
   15       2         40         20         10        204        264         10
   16       0         40         20         20        204        425         10
   20      42         15         10         40        494        699         10
   21      40          5         10         20         45        525         10
   23      38          5         30         10        231        291         10
   26      95         30         30         20        349        829         10
   27      95         35         20         10        138        273         10
   28      92         30         10         10         78        339         10
   29      90         35         10         30        132        375         10
   32      87         30         10         30        562        799         10
   33      85         25         10         20         71        208         10
   34      85         35         30         10        307        787         10
   35      67         85         20         30        655        778         10
   36      65         85         40         30         43        186         10
   37      65         82         10         10        377        857         10
   39      60         80         10         40         46        201         10
   42      55         80         10         10         33        166         10
   43      55         85         20         40        531        736         10
   44      55         82         10         10        247        307         10
   46      18         80         10         20        432        665         10
   47       2         45         10         10         38        322         10
   48      42          5         10         40        424        904         10
   51      55         20         19         17        273        498         10
   52      25         30          3         19         25        505         10
   54      55         60         16         15        554        767         10
   55      30         60         16         16        629        689         10
   57      30         25         23         20        342        571         10
   58      15         10         20          5        842        902         10
   59      10         20         19          4         42        522         10
   60      15         60         17         19        623        884         10
   64      45         30         17          6        191        310         10
   65      35         40         16          8         11        140         10
   66      41         37         16          7        570        681         10
   67      64         42          9         12        298        358         10
   69      31         52         27         32        187        247         10
   75       5          5         16          7         57        537         10
   76      60         12         31         22        298        358         10
   77      23          3          7         13        794        854         10
   78       8         56         27         23        366        483         10
   81      49         58         10         22        332        497         10
   82      27         43          9         23         14        494         10
   84      57         29         18          7        425        485         10
   86      21         24         28          3        310        507         10
   90      37         47          6         10        311        526         10
   91      49         42         13          5        457        937         10
   92      53         43         14         13         14         74         10
   93      61         52          3          8        789        928         10
   94      57         48         23         12        212        692         10
   97       4         18         35          6        516        697         10
   98      26         52          9         11         14        494         10
  100      31         67          3         10        870        930         10
