Rdp106.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    2      35         17          7         15          0        202         10
    5      15         30         26         11          0        199         10
    7      20         50          5          4          0        198         10
    9      55         60         16          7         87        117         10
   10      30         60         16          7        114        144         10
   16      10         20         19         26         65         95         10
   17       5         30          2         19        147        177         10
   18      20         40         12         15         77        107         10
   19      15         60         17          7         66         96         10
   20      45         65          9          2        116        146         10
   21      45         20         11         14          0        201         10
   22      45         10         18         15         87        117         10
   23      55          5         29         21         58         88         10
   26      45         30         17          3          0        208         10
   27      35         40         16         13         27         57         10
   28      41         37         16          3         29         59         10
   29      64         42          9          7         53         83         10
   30      40         60         21          3         61         91         10
   31      31         52         27         11          0        202         10
   32      35         69         23          5        131        161         10
   33      53         52         11         15         27         57         10
   35      63         65          8         10        133        163         10
   37      20         20          8          6          0        198         10
   38       5          5         16         16         73        103         10
   40      40         25          9          6         75        105         10
   43      23          3          7          3        122        152         10
   44      11         14         18         21         59         89         10
   45       6         38         16         16         29         59         10
   46       2         48          1         18        107        137         10
   49       6         68         30         24         98        128         10
   50      47         47         13          6          0        203         10
   51      49         58         10          7         78        108         10
   52      27         43          9          3          0        208         10
   53      37         31         14          5         85        115         10
   55      63         23          2         10        126        156         10
   58      36         26         18         11        180        210         10
   59      21         24         28         29          0        202         10
   61      12         24         13          8         66         96         10
   62      24         58         19         23         48         78         10
   65      62         77         20         19         49         79         10
   66      49         73         25         22        117        147         10
   69      37         47          6          6         40         70         10
   70      37         56          5          8        168        198         10
   72      47         16         25         34          0        197         10
   73      44         17          9         10         68         98         10
   75      49         11         18         17          0        192         10
   77      53         43         14          2        169        199         10
   79      57         48         23         16         82        112         10
   80      56         37          6         20        168        198         10
   81      55         54         26         13         84        114         10
   85      16         22         41          7          0        196         10
   86       4         18         35         35         84        114         10
   87      28         18         26          8         83        113         10
   90      31         67          3         27         85        115         10
   91      15         19          1         23          0        194         10
   93      18         24         22          1        169        199         10
   96      22         27         11         16          0        204         10
   97      25         21         12         23        123        153         10
   98      19         21         10         10          0        198         10
   99      20         26          9         17         73        103         10
