Cdp108.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    1      45         68         10         10        830       1049         90
    2      45         70         30         10        756        939         90
    3      42         66         10         20         16        336         90
    4      42         68         10         10        643        866         90
    6      40         69         20         20        499        824         90
    7      40         66         20         20         87        308         90
    8      38         68         20         10        150        429         90
    9      38         70         10         30        429        710         90
   10      35         66         10         10        279        488         90
   11      35         69         10         30        363        590         90
   12      25         85         20         10        547        826         90
   15      20         80         40         20        318        495         90
   17      18         75         20         40         33        226         90
   19      15         80         10         20        176        447         90
   20      30         50         10         20         10        265         90
   21      30         52         20         10        836       1043         90
   23      28         55         10         10        664        845         90
   24      25         50         10         30         15        333         90
   26      25         55         10         10        502        821         90
   31      10         35         20         10        144        293         90
   32      10         40         30         20         31        309         90
   33       8         40         40         10         33        313         90
   34       8         45         20         10        655        912         90
   35       5         35         10         20        191        436         90
   36       5         45         10         20        588        793         90
   38       0         40         30         20        414        587         90
   39       0         45         20         30        481        710         90
   40      35         30         10         20        180        405         90
   41      35         32         10         20         63        338         90
   42      33         32         20         10         19        345         90
   43      33         35         10         30         16        273         90
   45      30         30         10         10        453        688         90
   48      28         30         10         10        539        786         90
   49      28         35         10         40        867       1126         90
   50      26         32         10         10        719        976         90
   53      44          5         20         20        193        440         90
   54      42         10         40         10         78        365         90
   56      40          5         30         20        308        513         90
   57      40         15         40         50         35        246         90
   58      38          5         30         30        376        629         90
   60      35          5         20         10        463        728         90
   62      50         35         20         10        181        398         90
   63      50         40         50         10        100        289         90
   66      47         35         10         10        753        948         90
   68      45         30         10         20        669        842         90
   72      53         30         10         10        367        588         90
   74      53         35         50         40        263        502         90
   75      45         65         20         10        847       1130         90
   77      88         30         10         10        469        748         90
   80      85         25         10         20        694        895         90
   81      85         35         30         10         47        356         90
   85      68         60         30         10        470        697         90
   86      66         55         10         30         76        335         90
   87      65         55         20         20         25        260         90
   89      63         58         10         10        640        899         90
   91      60         60         10         30        756        969         90
   93      65         85         40         10        409        584         90
   95      62         80         30         40        130        305         90
   98      58         75         20         20         30        248         90
   99      55         80         10         10        628        935         90
