Rdp201.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    1      41         49         10          5        707        848         10
    3      55         45         13         16        527        584         10
    5      15         30         26          7         34        209         10
    6      25         30          3          2        415        514         10
    9      55         60         16         12        400        497         10
   10      30         60         16          3        577        632         10
   11      20         65         12          4        206        325         10
   12      50         35         19         10        228        345         10
   14      15         10         20         16         32        243         10
   15      30          5          8          4        175        300         10
   16      10         20         19         26        272        373         10
   17       5         30          2          6        733        870         10
   18      20         40         12          7        377        434         10
   20      45         65          9         24        581        666         10
   21      45         20         11         20        214        331         10
   23      55          5         29          4        206        325         10
   26      45         30         17          3        588        667         10
   27      35         40         16          3        104        255         10
   30      40         60         21         14        259        354         10
   31      31         52         27          5        152        275         10
   34      65         55         14         23        529        614         10
   35      63         65          8          8        686        813         10
   38       5          5         16          2        302        405         10
   42      24         12          5         23         25        172         10
   44      11         14         18         25        233        340         10
   45       6         38         16         10         29        189         10
   46       2         48          1          3        515        628         10
   47       8         56         27          6         85        250         10
   48      13         52         36         12        773        906         10
   51      49         58         10         24        348        453         10
   52      27         43          9          5        174        299         10
   55      63         23          2          2        620        739         10
   57      32         12          7         11        421        530         10
   60      17         34          3          1        721        862         10
   63      27         69         10         14         34        191         10
   64      15         77          9         21        214        333         10
   67      67          5         25         14        294        401         10
   68      56         39         36          7        637        752         10
   69      37         47          6         16        162        293         10
   70      37         56          5         21        788        968         10
   71      57         68         15         25        268        367         10
   74      46         13          8         15        681        802         10
   75      49         11         18          7        236        345         10
   76      49         42         13          8        290        373         10
   78      61         52          3         15        384        499         10
   79      57         48         23          9        388        465         10
   80      56         37          6         18        839        968         10
   81      55         54         26          5        411        456         10
   83      14         37         11         22         96        249         10
   84      11         31          7         20        436        511         10
   85      16         22         41         15        376        461         10
   86       4         18         35         15        388        465         10
   87      28         18         26         41        420        447         10
   88      26         52          9         27        279        388         10
   89      26         35         15          9        755        920         10
   90      31         67          3         22        392        487         10
   91      15         19          1         11        739        866         10
   92      22         22          2         10         18        181         10
   93      18         24         22          6        811        969         10
   98      19         21         10         20        183        306         10
