Cdp201.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
    2      45         70         30         10        213        373         90
    3      62         69         10         40       1167       1327         90
    4      60         66         10         10       1261       1421         90
    5      42         65         10         20         25        185         90
    7      58         70         20         10       1073       1233         90
    9      28         70         10         10       2601       2761         90
   10      35         66         10         10       2791       2951         90
   12      25         85         20         30       2119       2279         90
   13      22         75         30         10       2405       2565         90
   15      20         80         40         20       2216       2376         90
   16      20         85         40         30       1934       2094         90
   20      30         50         10         10         10        170         90
   24      25         50         10         10        116        276         90
   26       8         62         10         20       1545       1705         90
   29      20         50         10         30        398        558         90
   30      20         55         10         10        303        463         90
   31      10         35         20         10        781        941         90
   32      10         40         30         10        593        753         90
   35       5         35         10         10        876       1036         90
   36       5         45         10         40       1253       1413         90
   37       2         40         20         10        971       1131         90
   38       0         40         30         10       1063       1223         90
   39       0         45         20         20       1158       1318         90
   40      36         18         10         20       1819       1979         90
   41      35         32         10         30       2758       2918         90
   43      33         35         10         10       2573       2733         90
   44      32         20         10         20       1913       2073         90
   46      34         25         30         10       2009       2169         90
   47      30         35         10         20       2480       2640         90
   48      36         40         10         10       2856       3016         90
   49      48         20         10         10        967       1127         90
   51      25         30         10         20       2200       2360         90
   53      44          5         20         30       1256       1416         90
   55      42         15         10         20       1065       1225         90
   57      38         15         40         10       1725       1885         90
   58      38          5         30         20       1442       1602         90
   60      35          5         20         10       1535       1695         90
   61      50         30         10         10        401        561         90
   62      50         35         20         10        120        280         90
   63      50         40         50         10         25        185         90
   64      48         30         10         30        493        653         90
   65      44         25         10         10        871       1031         90
   67      47         40         10         10         12        172         90
   68      42         30         10         30        776        936         90
   72      53         30         10         20        308        468         90
   73      92         30         10         10       2414       2574         90
   74      53         35         50         20        213        373         90
   75      45         65         20         20        118        278         90
   76      90         35         10         10       2131       2291         90
   77      72         45         10         40       2900       3060         90
   80      85         25         10         10       2513       2673         90
   81      85         35         30         10       2703       2863         90
   84      70         58         20         10       1641       1801         90
   86      66         55         10         10       1736       1896         90
   88      65         60         30         10       1546       1706         90
   89      56         64         10         20       1355       1515         90
   90      60         55         10         10       3119       3279         90
   91      60         60         10         40       1451       1611         90
   92      67         85         20         10        694        854         90
  100      55         85         20         10        502        662         90
