Rdp111.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    1      41         49         10         48         15        204         10
    2      35         17          7          9         18        202         10
    3      55         45         13         10         54        187         10
    7      20         50          5         19         21        170         10
    9      55         60         16          8         88        115         10
   10      30         60         16         25        107        150         10
   13      30         25         23         37        147        180         10
   15      30          5          8         15         50         81         10
   16      10         20         19         12         29        139         10
   17       5         30          2         30        124        189         10
   21      45         20         11         12         18        195         10
   22      45         10         18         15         76        127         10
   26      45         30         17         25         58        208         10
   27      35         40         16         30          8         75         10
   28      41         37         16         14          6        136         10
   31      31         52         27          0         17        198         10
   34      65         55         14         29         36        183         10
   36       2         60          5         15         41        112         10
   39      60         12         31         16         33        110         10
   40      40         25          9          6         65        114         10
   41      42          7          5         46         72        131         10
   48      13         52         36         13         27        192         10
   49       6         68         30         22         93        132         10
   50      47         47         13          3         41        203         10
   51      49         58         10         14         36        149         10
   52      27         43          9         39         11        195         10
   53      37         31         14          7         87        112         10
   54      57         29         18         25         90        197         10
   56      53         12          6         12        106        163         10
   57      32         12          7         10         48        163         10
   60      17         34          3         20         70        201         10
   61      12         24         13         15         29        132         10
   62      24         58         19          7         46         79         10
   63      27         69         10         29         34        172         10
   64      15         77          9         17         48        107         10
   65      62         77         20         47         49        113         10
   66      49         73         25         10        104        159         10
   67      67          5         25         10         73        102         10
   72      47         16         25          0         22        197         10
   73      44         17          9         17         30        135         10
   75      49         11         18          4         27        192         10
   76      49         42         13         14         65         90         10
   78      61         52          3         11         71        130         10
   79      57         48         23          3         84        109         10
   81      55         54         26          4         57        140         10
   82      15         47         16          2         23        196         10
   83      14         37         11         31         21        198         10
   84      11         31          7          8         93        118         10
   85      16         22         41          2         23        177         10
   86       4         18         35         23         49        148         10
   87      28         18         26         34         88        107         10
   88      26         52          9          4         50        107         10
   90      31         67          3          6         46        153         10
   91      15         19          1         22         25        194         10
   92      22         22          2          3         18         53         10
   93      18         24         22         14        129        199         10
   94      26         27         27         16         35        174         10
   95      25         24         20          9         14        205         10
   98      19         21         10          5         21        198         10
   99      20         26          9         11         74        101         10
