RCdp101.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    1      25         85         20         10        145        175         10
    2      22         75         30         10         50         80         10
    3      22         85         10         10        109        139         10
    4      20         80         40         10        141        171         10
    5      20         85         20         10         41         71         10
    6      18         75         20         10         95        125         10
    7      15         75         20         10         79        109         10
    8      15         80         10         10         91        121         10
   11       8         40         40         30         59         89         10
   12       8         45         20         40         64         94         10
   13       5         35         10         20        142        172         10
   14       5         45         10         10         35         65         10
   18      44          5         20         10         87        117         10
   19      42         10         40         20         72        102         10
   21      40          5         10         10         67         97         10
   23      38          5         30         10         65         95         10
   24      38         15         10         20        148        178         10
   25      35          5         20         30        154        184         10
   26      95         30         30         20        115        145         10
   28      92         30         10         10         62         92         10
   30      88         30         10         10         74        104         10
   31      88         35         20         10         61         91         10
   34      85         35         30         20        111        141         10
   35      67         85         20         30        139        169         10
   37      65         82         10         20        124        154         10
   38      62         80         30         10         75        105         10
   39      60         80         10         40         37         67         10
   41      58         75         20         20         92        122         10
   42      55         80         10         10         33         63         10
   43      55         85         20         20        128        158         10
   44      55         82         10         20         64         94         10
   46      18         80         10         30        113        143         10
   47       2         45         10         10         45         75         10
   48      42          5         10         40        151        181         10
   49      42         12         10         20        104        134         10
   51      55         20         19         14         83        113         10
   53      20         50          5         12         91        121         10
   56      50         35         19          0        130        160         10
   57      30         25         23         15         96        126         10
   59      10         20         19         20         42         72         10
   61      45         65          9          1         66         96         10
   62      65         35          3         12         52         82         10
   63      65         20          6         15         39         69         10
   65      35         40         16          7         11         41         10
   66      41         37         16          9        133        163         10
   67      64         42          9          2         70        100         10
   68      40         60         21          3        144        174         10
   73       2         60          5         21         77        107         10
   79       6         68         30          7         89        119         10
   81      49         58         10          8         86        116         10
   82      27         43          9         16         42         72         10
   84      57         29         18          1         96        126         10
   87      12         24         13         23         90        120         10
   88      24         58         19          5         67         97         10
   90      37         47          6          3         86        116         10
   93      61         52          3          8        178        208         10
   96      55         54         26          9        132        162         10
   97       4         18         35          5        120        150         10
   98      26         52          9         11         46         76         10
   99      26         35         15          2         77        107         10
