Rdp112.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    1      41         49         10          8         73        204         10
    2      35         17          7         13         18        147         10
    3      55         45         13         10         76        165         10
    4      55         20         19          7         73        195         10
    7      20         50          5         11         36        135         10
    8      10         43          9          5         50        149         10
    9      55         60         16         33         47        156         10
   13      30         25         23          6         79        208         10
   14      15         10         20          3         32        187         10
   17       5         30          2         15         60        189         10
   20      45         65          9         29         79        182         10
   21      45         20         11          8         18        136         10
   24      65         35          3         26         58        190         10
   25      65         20          6         43         56        186         10
   26      45         30         17          5         87        186         10
   28      41         37         16         18          6        136         10
   29      64         42          9         14         29        150         10
   32      35         69         23          3         67        186         10
   33      53         52         11         14         24        161         10
   34      65         55         14          2         70        173         10
   35      63         65          8          9         54        178         10
   36       2         60          5         14         41        178         10
   38       5          5         16         13         42        153         10
   41      42          7          5         21         43        160         10
   44      11         14         18          2         31        144         10
   45       6         38         16          5         29        169         10
   46       2         48          1          8         63        180         10
   47       8         56         27          1         34        176         10
   48      13         52         36         16         65        192         10
   49       6         68         30         11         73        152         10
   50      47         47         13          2         75        182         10
   51      49         58         10          8         36        149         10
   54      57         29         18          8         90        197         10
   56      53         12          6          6         76        190         10
   57      32         12          7          5         48        163         10
   58      36         26         18         18         84        210         10
   59      21         24         28         24         17        183         10
   61      12         24         13         15         29        132         10
   62      24         58         19         15         25        154         10
   63      27         69         10          2         34        172         10
   64      15         77          9          2         46        165         10
   65      62         77         20          3         49        170         10
   66      49         73         25         15         68        179         10
   70      37         56          5          8         48        198         10
   72      47         16         25         18         22        170         10
   73      44         17          9          7         30        135         10
   74      46         13          8         26         74        195         10
   76      49         42         13         15         27        128         10
   78      61         52          3         14         42        159         10
   81      55         54         26         37         57        140         10
   82      15         47         16         32         23        146         10
   85      16         22         41         13         44        147         10
   89      26         35         15         13         68        211         10
   91      15         19          1          7         70        194         10
   92      22         22          2         26         18        159         10
   93      18         24         22          0         60        199         10
   94      26         27         27         28         58        151         10
   96      22         27         11         40         89        190         10
   97      25         21         12          6         92        183         10
  100      18         18         17         29         51        195         10
