RCdp106.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    1      25         85         20         10        130        190         10
    3      22         85         10         30         94        154         10
    4      20         80         40         10        126        186         10
    5      20         85         20         10         40        100         10
    7      15         75         20         10         64        124         10
    9      10         35         20         10         76        136         10
   10      10         40         30         20        104        164         10
   11       8         40         40         20         44        104         10
   13       5         35         10         10        127        187         10
   14       5         45         10         20         35         95         10
   15       2         40         20         30         43        103         10
   16       0         40         20         30         57        117         10
   17       0         45         20         20        129        189         10
   18      44          5         20         10         72        132         10
   21      40          5         10         20         52        112         10
   23      38          5         30         10         50        110         10
   24      38         15         10         10        133        193         10
   26      95         30         30         20        100        160         10
   30      88         30         10         40         59        119         10
   33      85         25         10         10         51        111         10
   35      67         85         20         40        124        184         10
   37      65         82         10         10        109        169         10
   38      62         80         30         10         60        120         10
   40      60         85         30         40         70        130         10
   42      55         80         10         10         33         93         10
   43      55         85         20         10        113        173         10
   44      55         82         10         10         49        109         10
   45      20         82         10         10         37         97         10
   46      18         80         10         40         98        158         10
   47       2         45         10         10         38         98         10
   48      42          5         10         30        124        184         10
   50      72         35         30         30        101        161         10
   52      25         30          3          5         37         97         10
   57      30         25         23         11         81        141         10
   58      15         10         20         19        122        182         10
   60      15         60         17         10        140        200         10
   62      65         35          3         13         37         97         10
   63      65         20          6         10         39         99         10
   68      40         60         21          2        129        189         10
   69      31         52         27          2         26         86         10
   70      35         69         23          1        150        210         10
   71      65         55         14         31         50        110         10
   73       2         60          5         17         62        122         10
   75       5          5         16          8         59        119         10
   76      60         12         31          5         60        120         10
   78       8         56         27          5         75        135         10
   79       6         68         30         23         74        134         10
   81      49         58         10          8         71        131         10
   82      27         43          9         15         27         87         10
   86      21         24         28         18         72        132         10
   87      12         24         13          7         75        135         10
   89      67          5         25          4        117        177         10
   90      37         47          6          4         71        131         10
   91      49         42         13         13        152        212         10
   92      53         43         14         33         14         74         10
   93      61         52          3          7        148        208         10
   95      56         37          6          2         20         80         10
   96      55         54         26         22        117        177         10
   97       4         18         35          7        105        165         10
   98      26         52          9         19         31         91         10
