Rdp102.60

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   60        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    1      41         49         10         18          0        204         10
    2      35         17          7          9          0        202         10
    4      55         20         19         21        149        159         10
    6      25         30          3          6         99        109         10
    8      10         43          9          8         95        105         10
   10      30         60         16          8        124        134         10
   12      50         35         19         12          0        205         10
   13      30         25         23         26        159        169         10
   14      15         10         20         23         32         42         10
   16      10         20         19         10         75         85         10
   17       5         30          2         13        157        167         10
   18      20         40         12         11         87         97         10
   19      15         60         17         29         76         86         10
   23      55          5         29          7         68         78         10
   24      65         35          3          9        153        163         10
   26      45         30         17         24          0        208         10
   28      41         37         16          6         39         49         10
   30      40         60         21          9         71         81         10
   32      35         69         23         32        141        151         10
   33      53         52         11         15         37         47         10
   35      63         65          8         11        143        153         10
   37      20         20          8         13          0        198         10
   38       5          5         16          3         83         93         10
   39      60         12         31          3         44         54         10
   41      42          7          5          6         97        107         10
   42      24         12          5         18         31         41         10
   47       8         56         27         10         51         61         10
   48      13         52         36         27          0        192         10
   50      47         47         13          0          0        203         10
   52      27         43          9          2          0        208         10
   54      57         29         18         14        140        150         10
   55      63         23          2          9        136        146         10
   56      53         12          6         39        130        140         10
   57      32         12          7          6        101        111         10
   59      21         24         28         25          0        202         10
   61      12         24         13          7         76         86         10
   63      27         69         10         15         34         44         10
   64      15         77          9         10         73         83         10
   65      62         77         20          8         51         61         10
   66      49         73         25          6        127        137         10
   67      67          5         25         14         83         93         10
   68      56         39         36         36        142        152         10
   70      37         56          5         14        182        192         10
   71      57         68         15         16         77         87         10
   73      44         17          9         13         78         88         10
   75      49         11         18         14          0        192         10
   78      61         52          3         18         96        106         10
   79      57         48         23          1         92        102         10
   81      55         54         26          8         94        104         10
   82      15         47         16         45          0        196         10
   83      14         37         11         10          0        198         10
   87      28         18         26          9         93        103         10
   89      26         35         15         12        176        186         10
   90      31         67          3         13         95        105         10
   93      18         24         22         13        188        198         10
   94      26         27         27          7          0        207         10
   96      22         27         11         14          0        204         10
   97      25         21         12          8        133        143         10
   98      19         21         10         17          0        198         10
  100      18         18         17          1        185        195         10
